UWI,Operator - On Record,End Completion Date,Field,Completed Zone,Dir,Open or Cased,Technology,Status,AFE Drilling Cost (K$),Total End Completion Costs (K$),# Days,Est Problem Time (%),Base Fluid,Load Fluid (m3),Load Fluid Rec (m3),Stimulation Fluid,Stim Company - On Record,Frac Report,Stages Attempted (#),Stages Actual (#),Completed Length (m),Avg Frac Spacing (m),Total Proppant Design (t),Total Proppant Placed (t),Avg Fluid Pumped per Stage (m3),Total Fluid Pumped (m3),6 mo Cal Gas Rate (mcf/d),12 mo Cal Gas Rate (mcf/d),12 Mo Cum Prod Gas (mmcf),6 mo Cal Oil Rate (bopd),12 mo Cal Oil Rate (bopd),6 Mo Cum Prod  Oil (mbo),12 Mo Cum Prod Oil (mbo),Job Objective,AFE Completion Cost (K$)
00/14-23-059-20W5/0,Trilogy Energy,11/30/2010,Kaybob South,Montney,H,Open,PP (StackFRAC),GAS,,"2,208",27,,Oil,,,CWS-Dynagel-H2,Calfrac,3 - No Report,,20,,,200,200,57,"1,144","2,660","1,515","1,060",0,0,,,20 x 10t/stage N2 CWS-Dynagel-H2 Frac,"1,597"
00/15-23-059-20W5/0,Trilogy Energy,8/10/2013,Kaybob South,Montney,H,Open,PP (StackFRAC),GAS,"2,984",427,8,<10%,Water,880,93,CWS-DynaFlow,Calfrac,1 - Report w Charts,17,17,"1,705",99,320,321,50,848,"2,275","1,188",687,0,0,,,17 x 20t/stage N2 CWS-DynaFlow Frac,"1,083"
00/16-23-059-20W5/0,Trilogy Energy,11/13/2009,Kaybob South,Montney,H,Open,PP (StackFRAC),GAS,,898,44,,Oil,,,CWS-Dynagel-H2,Calfrac,3 - No Report,,12,,,120,120,50,598,"2,760","3,122",845,0,0,,,12 x 10t/stage N2 CWS-Dynagel-H2 Frac,"1,102"
00/13-24-059-20W5/0,Trilogy Energy,12/8/2009,Kaybob South,Montney,H,Open,PP (StackFRAC),GAS,,"1,153",18,<10%,Oil,962,366,Unknown,Calfrac,3 - No Report,14,13,"1,410",118,140,132,61,789,"3,151","1,922","1,542",0,0,,,14 x 10t/stage N2 Oil Frac,"1,145"
00/14-24-059-20W5/0,Trilogy Energy,4/9/2011,Kaybob South,Montney,H,Open,PP (StackFRAC),GAS,"2,861","1,915",11,<10%,Oil,997,226,Unknown,Unknown,3 - No Report,19,19,"1,347",75,190,193,52,997,"2,016","1,170","1,094",0,0,,,19 x 10t/stage Oil Frac,"1,903"
00/13-25-059-20W5/0,Trilogy Energy,10/1/2009,Kaybob South,Montney,H,Open,PP (StackFRAC),GAS,,880,26,<10%,Oil,630,302,Unknown,Calfrac,3 - No Report,12,12,"1,561",142,120,120,53,630,"2,881","1,607","1,293",0,0,,,12 x 10t/stage N2 Oil Frac,967
02/14-25-059-20W5/0,Trilogy Energy,1/8/2010,Kaybob South,Montney,H,Open,PP (StackFRAC),GAS,,"1,216",26,<10%,Oil,757,288,Unknown,Calfrac,3 - No Report,16,16,"2,114",141,160,164,47,757,"2,661","1,357","1,372",0,0,,,16 x 10t/stage Oil Frac,"1,191"
00/15-25-059-20W5/0,Trilogy Energy,1/23/2012,Kaybob South,Montney,H,Open,HA (Delta Stim),GAS,,"1,859",12,<10%,Oil,"1,486",183,CWS-Dynagel-H2,Calfrac,1 - Report w Charts,30,30,"2,625",91,300,300,43,"1,292","4,728","2,273","1,809",0,0,,,30 x 10t/stage DynaGel-H2 N2 Fracs,"2,814"
02/15-25-059-20W5/0,Trilogy Energy,9/4/2014,Kaybob South,Montney,H,Open,PP (StackFRAC),GAS,"4,869","2,420",11,<10%,Oil,"1,404",508,CWS-Dynagel-H2,Calfrac,1 - Report w Charts,32,32,"3,285",101,320,320,44,"1,404","3,948","1,606","1,574",0,0,,,32 x 10t/stage N2 CWS-Dynagel-H2 Frac,"2,675"
00/01-26-059-20W5/0,Trilogy Energy,,Kaybob South,Montney,D,,,DRABN,,,1,,,,,,,3 - No Report,,,,,,,,,,,,,,,,Abandon while drilling ,
00/01-26-059-20W5/2,Trilogy Energy,,Kaybob South,Montney,D,,,DRABN,,,1,,,,,,,3 - No Report,,,,,,,,,,,,,,,,Abandon while drilling ,
00/13-26-059-20W5/0,Trilogy Energy,11/2/2014,Kaybob South,Montney,H,Open,PP (StackFRAC),GAS,"4,918","2,873",11,<10%,Oil,"1,694",462,CWS-Dynagel-H2,Calfrac,1 - Report w Charts,33,33,"3,397",101,540,540,47,"1,536","3,842","2,056","1,493",0,0,,,12 x 10t/stage + 21 x 20t/stage N2 CWS-Dynagel-H2 Frac,"3,473"
00/14-26-059-20W5/0,Trilogy Energy,12/23/2010,Kaybob South,Montney,H,Open,PP (StackFRAC),GAS,,"2,666",46,,Oil,,,CWS-Dynagel-H2,Calfrac,3 - No Report,,22,,,220,220,54,"1,196","2,558","1,532","1,034",0,0,,,22 x 10t/stage N2 CWS-Dynagel-H2 Frac,"1,769"
02/15-26-059-20W5/0,Trilogy Energy,10/31/2009,Kaybob South,Montney,H,Open,PP (StackFRAC),GAS,,"1,341",28,,Oil,,,CWS-Dynagel-H2,Calfrac,3 - No Report,,16,,,160,160,42,667,"2,858","1,415",909,0,0,,,16 x 10t/stage N2 CWS-Dynagel-H2 Frac,"1,102"
04/15-26-059-20W5/0,Trilogy Energy,3/12/2016,Kaybob South,Montney,H,Open,PP (StackFRAC),GAS,"3,859",873,25,<10%,Slickwater,"2,765",300,CWS-CalVisc,Calfrac,1 - Report w Charts,33,33,"3,234",101,660,660,84,"2,764","3,106",,,0,,,,16 x 20t/stage N2 CWS-DynAqua Frac + 17 x 20t/stage N2 CWS-CalVisc Frac,"1,629"
00/16-26-059-20W5/3,Trilogy Energy,12/1/2008,Kaybob South,Montney,H,Open,PP (StackFRAC),GAS,,"1,648",22,<10%,Oil,300,196,Unknown,Unknown,3 - No Report,7,7,"1,158",171,70,70,40,283,"1,914",795,776,0,0,,,7 x 10t/stage N2 Oil Frac,"1,038"
00/13-27-059-20W5/0,Nuvista Energy,7/21/2010,Kaybob South,Montney,H,Open,BH (FracPoint),GAS,,876,14,,Oil,,,Unknown,Trican,3 - No Report,,13,,,140,140,37,487,"1,593",924,614,0,0,,,13 Stage 140t N2 Oil Frac,"1,170"
00/16-27-059-20W5/0,Nuvista Energy,12/11/2010,Kaybob South,Montney,H,Open,W (ZoneSelect),GAS,,"1,090",23,,Oil,,,TWS-Gelled HC,Trican,3 - No Report,,12,,,120,120,33,393,"1,294",663,486,0,0,,,12 x 10t/stage N2 TWS-Gelled HC Frac,"1,082"
00/15-28-059-20W5/0,Nuvista Energy,3/13/2010,Kaybob South,Montney,H,Open,BH (FracPoint),GAS,,815,12,,Oil,,,TWS-Gelled HC,Trican,3 - No Report,,12,,,120,120,28,339,"1,233",656,540,0,0,,,12 x 10t/stage N2 TWS-Gelled HC Frac,"1,078"
00/01-33-059-20W5/0,ConocoPhillips Canada Resource Corp.,1/27/2012,Kaybob South,Montney,H,Open,W (ZoneSelect),GAS,,"1,863",25,<10%,Oil,779,315,BJ-Super Rheo Gel,Baker Hughes,3 - No Report,16,16,"1,112",69,256,256,47,754,"1,908","1,928",699,0,0,,,16 x 16t/stage N2 BJ-Super Rheo Gel Frac,"1,889"
00/02-33-059-20W5/0,ConocoPhillips Canada Resource Corp.,1/20/2012,Kaybob South,Montney,H,Open,W (ZoneSelect),GAS,,"1,576",18,<10%,Oil,722,280,BJ-Super Rheo Gel,Baker Hughes,3 - No Report,16,16,"1,017",63,176,176,42,677,"2,188","1,704",769,0,0,,,16 x 11t/stage N2 BJ-Super Rheo Gel Frac,"1,642"
00/04-33-059-20W5/0,ConocoPhillips Canada Resource Corp.,1/23/2012,Kaybob South,Montney,H,Open,W (ZoneSelect),GAS,,"1,875",21,<10%,Oil,954,224,BJ-Super Rheo Gel,Baker Hughes,3 - No Report,16,16,"1,645",104,256,256,57,917,"1,504","1,810",561,0,0,,,16 x 16t/stage N2 SuperRheo Gel Fracs,"1,889"
00/03-34-059-20W5/0,Nuvista Energy,1/19/2010,Kaybob South,Montney,H,Open,BH (FracPoint),GAS,"1,981",868,17,,Oil,,,BJ-Super Rheo Gel,BJ Services,3 - No Report,,9,,,90,90,29,257,"1,008",530,401,0,0,,,9 x 10t/stage N2 BJ-Super Rheo Gel Frac,856
00/09-34-059-20W5/0,Nuvista Energy,11/1/2010,Kaybob South,Montney,H,Open,W (ZoneSelect),GAS,,972,31,,Oil,,,TWS-Gelled HC,Trican,3 - No Report,,12,,,120,120,32,382,"1,004",780,547,0,0,,,12 x 10t/stage N2 TWS-Gelled HC Frac,"1,099"
00/16-34-059-20W5/0,Nuvista Energy,4/15/2010,Kaybob South,Montney,H,Open,BH (FracPoint),GAS,,,16,,Oil,,,Unknown,Trican,3 - No Report,,12,,,120,120,33,396,"1,954","1,053",709,0,0,,,12 x 10t/stage N2 Oil Frac,978
02/04-35-059-20W5/0,Trilogy Energy,3/16/2011,Kaybob South,Montney,H,Open,PP (StackFRAC),GAS,,"1,923",43,10-30%,Oil,414,184,Unknown,Calfrac,3 - No Report,18,18,"1,327",78,180,177,23,414,"2,895","1,591","1,175",0,0,,,18 x 10t/stage N2 Oil Frac,"1,730"
00/05-35-059-20W5/0,Trilogy Energy,2/19/2012,Kaybob South,Montney,H,Open,PP (StackFRAC),GAS,,"1,206",7,<10%,Oil,611,223,CWS-Dynagel-H2,Calfrac,1 - Report w Charts,15,15,"1,522",99,150,150,33,488,"1,785","1,293",945,0,0,,,15 x 10t/stage N2 CWS-Dynagel-H2 Frac,"1,566"
00/08-35-059-20W5/0,Trilogy Energy,3/3/2007,Kaybob South,Montney,V,Cased,Single Stage Frac,GSUP,,332,5,,Oil,,,BJ-Super Rheo Gel,BJ Services,3 - No Report,,1,,,20,20,73,73,,,,,,,,1 x 20t N2 BJ-Super Rheo Gel Frac,
00/12-35-059-20W5/0,Trilogy Energy,2/9/2014,Kaybob South,Montney,H,Open,PP (StackFRAC),GAS,"2,907",898,10,<10%,Oil,533,103,CWS-Dynagel-H2,Calfrac,1 - Report w Charts,15,15,"1,388",98,150,138,36,533,"1,578","1,109",848,0,0,,,15 x 10t/stage N2 CWS-Dynagel-H2 Frac,"1,567"
00/13-35-059-20W5/0,Trilogy Energy,7/17/2010,Kaybob South,Montney,H,Open,PP (StackFRAC),GAS,,943,128,,Oil,,,Unknown,Calfrac,3 - No Report,,12,,,120,120,,,"1,877","1,052",795,0,0,,,12 x 10t/stage Oil Frac,"1,051"
02/13-35-059-20W5/0,Trilogy Energy,9/6/2013,Kaybob South,Montney,H,Open,PP (StackFRAC),GAS,"3,515",681,12,<10%,Water,358,76,CWS-PolyCO2,Calfrac,1 - Report w Charts,16,16,"1,312",92,150,150,20,323,"2,177","1,015",802,0,0,,,16 x 10t/stage CWS-PolyCO2 Fracs,"1,135"
00/01-36-059-20W5/0,Trilogy Energy,3/18/2011,Kaybob South,Montney,H,Open,PP (StackFRAC),GAS,"3,048","1,303",14,<10%,Oil,695,92,Unknown,Unknown,3 - No Report,16,16,"1,153",77,160,160,43,695,"2,658","1,130",869,0,0,,,16 x 10t/stage Oil Frac,"1,804"
02/01-36-059-20W5/0,Trilogy Energy,4/14/2013,Kaybob South,Montney,H,Open,PP (StackFRAC),GAS,"3,282","1,450",9,<10%,Oil,776,101,CWS-Dynagel-H2,Calfrac,1 - Report w Charts,18,18,"1,392",79,180,180,43,776,"1,059","1,098",724,0,0,,,18 x 10t/stage N2 CWS-Dynagel-H2 Frac,"1,750"
00/08-36-059-20W5/0,Trilogy Energy,3/5/2010,Kaybob South,Montney,H,Open,PP (StackFRAC),GAS,,"1,273",24,,Oil,,,Unknown,Unknown,3 - No Report,,14,,,,,,,"3,161","1,852","1,117",0,0,,,14 Stage N2 Oil Frac,"1,251"
00/09-36-059-20W5/0,Trilogy Energy,10/12/2013,Kaybob South,Montney,H,Open,PP (StackFRAC),GAS,"3,077","1,260",21,<10%,Oil,687,148,CWS-Dynagel-H2,Calfrac,1 - Report w Charts,16,16,"1,518",98,160,161,32,519,"2,074","1,043",749,0,0,,,16 x 10t/stage N2 CWS-Dynagel-H2 Frac,"1,711"
00/16-36-059-20W5/0,Trilogy Energy,7/8/2011,Kaybob South,Montney,H,Open,PP (StackFRAC),GAS,,"1,893",31,,Oil,,,CWS-Dynagel-H2,Calfrac,3 - No Report,,21,,,210,210,36,754,"3,508","1,972","1,348",0,0,,,21 x 10t/stage N2 CWS-Dynagel-H2 Frac,"2,021"
00/01-01-059-21W5/4,Apache Canada Ltd.,1/6/2012,Kaybob South,Montney,H,Open,PP (StackFRAC),GAS,"2,648","1,910",65,<10%,Oil,739,218,TWS-Gelled HC,Trican,3 - No Report,9,8,949,136,189,166,92,738,"2,781","1,778",946,0,0,,,9 x 21t/stage N2 TWS-Gelled HC Frac,"1,738"
00/03-01-059-21W5/0,Apache Canada Ltd.,,Kaybob South,Montney,H,,,DRABN,,,1,,,,,,,3 - No Report,,,,,,,,,,,,,,,,Abandon while drilling,
00/06-01-059-21W5/2,Apache Canada Ltd.,,Kaybob South,Montney,D,,,DRABN,,,1,,,,,,,3 - No Report,,,,,,,,,,,,,,,,Abandon while drilling,
00/06-01-059-21W5/3,Apache Canada Ltd.,,Kaybob South,Montney,D,,,DRABN,,,1,,,,,,,3 - No Report,,,,,,,,,,,,,,,,Abandon while drilling,
00/13-01-059-21W5/0,Apache Canada Ltd.,1/6/2012,Kaybob South,Montney,H,Open,PP (StackFRAC),GAS,"2,522","1,295",39,<10%,Oil,589,263,TWS-Gelled HC,Trican,3 - No Report,8,8,774,97,168,168,70,562,"2,708","1,683",936,0,0,,,8 x 21t/stage N2 TWS-Gelled HC Frac,"1,620"
00/04-02-059-21W5/0,Apache Canada Ltd.,2/2/2012,Kaybob South,Montney,H,Open,PP (StackFRAC),GAS,"2,761","3,158",152,,Oil,,,TWS-Gelled HC,Trican,3 - No Report,,15,,,315,315,61,920,"3,533","2,520","1,384",0,0,,,15 x 21t/stage N2 TWS-Gelled HC Frac,"2,521"
00/10-02-059-21W5/0,BP Canada Energy,3/31/2008,Kaybob South,Montney,H,Open,Single Stage Frac,GAS,,"1,568",17,<10%,Oil,554,234,Unknown,BJ Services,3 - No Report,1,1,469,,131,131,557,557,"1,419",864,535,0,0,,,1 x 131t N2 Oil Frac,"1,502"
00/12-03-059-21W5/0,Burlington Resources Canada Ltd.,10/31/2005,Kaybob South,Montney,V,Cased,Single Stage Frac,GAS,,444,13,,Water,,,Unknown,Trican,3 - No Report,,1,,,24,24,73,73,"3,427","2,588",944,0,0,,,1 x 24t N2 Water Frac,
00/01-04-059-21W5/0,BP Canada Energy,,Kaybob South,Montney,H,,,DRABN,,,1,,,,,,,3 - No Report,,,,,,,,,,,,,,,,Abandoned while drilling,
00/16-04-059-21W5/2,BP Canada Energy,8/12/2009,Kaybob South,Montney,H,Open,PP (StackFRAC),GAS,,"1,658",15,10-30%,Oil,639,470,BJ-Super Rheo Gel,BJ Services,3 - No Report,10,7,722,161,155,102,91,639,"1,170",881,433,0,0,,,10 x 15t/stage BJ N2 Super Rheo-Gel Oil Frac,"1,845"
00/01-09-059-21W5/0,BP Canada Energy,7/2/2008,Kaybob South,Montney,V,Cased,Single Stage Frac,GAS,,"1,310",29,,Oil,,,BJ-Super Rheo Gel,BJ Services,3 - No Report,,1,,,,,,,549,434,219,0,0,,,1 Stage N2 BJ-Super Rheo Gel Frac,817
00/13-11-059-21W5/0,Talisman Energy,2/26/2003,Kaybob South,Montney,D,Cased,Single Stage Frac,GAS,,,8,,Water,,,SLB-WideFrac (YF),Schlumberger,3 - No Report,,1,,,5,5,47,47,"1,642","1,370",573,0,0,,,1 x 5t SLB-WideFrac (YF) Frac,
00/11-12-059-21W5/0,BP Canada Energy,3/15/2009,Kaybob South,Montney,H,Open,PP (StackFRAC),GAS,,882,10,<10%,Oil,423,148,BJ-Super Rheo Gel,BJ Services,3 - No Report,5,5,489,98,105,105,89,444,"1,751","1,169",798,0,0,,,5 x 21t/stage BJ-Super Rheo Gel Frac,"1,444"
02/16-12-059-21W5/0,Apache Canada Ltd.,10/10/2013,Kaybob South,Montney,H,Open,TRY (Multi-StageFrac),GAS,"3,347","1,179",26,<10%,Water,621,150,Unknown,Canyon,2 - Report w/o Charts,13,13,"1,226",96,260,280,42,540,"3,223","2,109",932,0,0,,,13 x 20t/stage N2 Foamed Water Frac,"1,302"
02/01-13-059-21W5/0,Apache Canada Ltd.,11/6/2013,Kaybob South,Montney,H,Open,TRY (Multi-StageFrac),GAS,"3,311",985,17,<10%,Water,349,76,CSG-Optimum ,Canyon,3 - No Report,11,11,"1,007",92,220,220,30,330,"4,028","3,118","1,019",0,0,,,11 x 20t/stage N2 Foamed CSG-Optimum  Frac,"1,302"
02/16-24-059-21W5/0,Apache Canada Ltd.,3/19/2014,Kaybob South,Montney,H,Open,PP (StackFRAC),GAS,"3,125","1,140",24,,Water,,,Unknown,Canyon,3 - No Report,,14,,,334,334,30,416,"2,834","1,928",835,0,0,,,12 x 21t/stage + 2 x 41t/stage N2 Foamed Water Frac,"1,302"
00/01-25-059-21W5/0,BP Canada Energy,8/29/2008,Kaybob South,Montney,D,Cased,Single Stage Frac,GAS,,952,18,,Oil,,,BJ-Super Rheo Gel,BJ Services,3 - No Report,,1,,,54,54,189,189,810,"1,180",375,0,0,,,1 x 54t N2 BJ-Super Rheo Gel Frac,
00/12-17-059-22W5/2,Delphi Energy,12/19/2013,Kaybob South,Montney,H,Open,HA (RapidStage),GAS,,"4,324",21,<10%,Slickwater,"9,990","1,271",Hybrid-Slickwater,Trican,1 - Report w Charts,26,26,"1,863",75,"1,730","1,755",383,"9,963","1,991","1,140",666,0,0,,,3 x 40t/stage TWS-N2 Slickwater Fracs + 23 x 70t/stage TWS-N2 HYBRID Slickwater/Quantum Xlinked Frac,"4,588"
02/05-27-059-22W5/0,Celtic Exploration Ltd.,8/21/2011,Kaybob South,Montney,V,Open,Single Stage Frac,SERV,,291,9,10-30%,Oil,67,35,CSG-Optimum HC,Canyon,3 - No Report,1,1,2,,26,19,69,69,,,,,,,,1 x 26t N2 Foamed CSG-Optimum HC Frac,675
00/07-27-059-22W5/2,Celtic Exploration Ltd.,,Kaybob South,Montney,H,Open,None,DRAIN,,,1,,,,,,None,3 - No Report,,,,,,,,,,,,,,,,OH,
00/08-27-059-22W5/3,Celtic Exploration Ltd.,12/11/2011,Kaybob South,Montney,H,Open,PP (StackFRAC),GAS,,"1,598",17,<10%,Oil,919,689,CSG-Optimum HC,Canyon,3 - No Report,11,11,"1,356",117,341,341,76,840,778,338,305,0,0,,,11 x 31t/stage N2 CSG-Optimum HC Frac,"1,888"
00/05-29-059-22W5/0,Celtic Exploration Ltd.,12/3/2011,Kaybob South,Montney,H,Open,PP (StackFRAC),GAS,"3,266","3,156",29,<10%,Oil,"1,968","1,362",CSG-Optimum HC,Canyon,1 - Report w Charts,22,21,"2,647",132,772,735,89,"1,859","1,234",895,580,0,0,,,25 x 31t/stage N2 CSG-Optimum HC Frac,"3,785"
00/01-32-059-22W5/0,Celtic Exploration Ltd.,,Kaybob South,Montney,D,,,DRABN,"2,608",,1,,,,,,,3 - No Report,,,,,,,,,,,,,,,,Abandonment While Drilling,
02/04-32-059-22W5/2,Celtic Exploration Ltd.,8/15/2010,Kaybob South,Montney,H,Open,PP (StackFRAC),GAS,,926,17,<10%,Oil,733,484,CSG-Optimum HC,Canyon,3 - No Report,11,11,"1,342",130,286,297,67,733,"1,244",732,325,0,0,,,11 x 26t/stage N2 CSG-Optimum HC Frac,"1,470"
00/12-33-059-22W5/3,Celtic Exploration Ltd.,2/6/2012,Kaybob South,Montney,H,Open,PP (StackFRAC),GAS,,"4,413",41,30-50%,Oil,"1,900","1,083",CSG-Optimum HC,Canyon,2 - Report w/o Charts,22,17,"2,979",186,775,656,107,"1,816","1,556",729,555,0,0,,,25 x 31t/stage N2 CSG-Optimum HC Frac,"4,150"
00/02-34-059-22W5/0,Celtic Exploration Ltd.,9/25/2011,Kaybob South,Montney,H,Open,PP (StackFRAC),GAS,"3,404","2,630",22,<10%,Oil,"1,760","1,415",Unknown,Canyon,3 - No Report,21,21,"2,524",123,546,546,84,"1,764","2,511","1,113",962,0,0,,,21 x 26t/stage N2 Oil Frac,"3,500"
00/10-34-059-22W5/2,Celtic Exploration Ltd.,,Kaybob South,Montney,H,Open,None,DRAIN,,,1,,,,,,None,3 - No Report,,,,,,,,,,,,,,,,"OH, used for drainage",
00/13-13-059-23W5/0,XTO Energy,3/9/2016,Berland River,Montney,H,Cased,Flow-Through BP,GAS,,"5,234",39,,Slickwater,,,CSG-Optimum SW,Canyon,1 - Report w Charts,,29,,,"4,350","4,350","1,028","29,815",,,,,,,,29 x 150t/stage CSG-Optimum SW Frac,"7,977"
00/03-26-059-23W5/0,Delphi Energy,10/5/2014,Berland River,Montney,H,Open,HA (RapidStage),GAS,,"4,759",29,<10%,Slickwater,"10,994","2,840",Hybrid-Slickwater,Trican,1 - Report w Charts,30,30,"2,601",90,"1,980","2,006",363,"10,905","1,815","1,095",619,0,0,,,3 x 30t/stage TWS-N2 Quantum + 27x 70t/stage TWS-N2 HYBRID Slickwater/Quantum,"4,661"
00/14-16-059-24W5/0,ConocoPhillips Canada Resource Corp.,2/20/2014,Placid,Montney,H,Open,NINE (STIMPACT),GAS,,"6,069",49,30-50%,Slickwater,"6,772","1,507",Hybrid-Slickwater,Halliburton,2 - Report w/o Charts,32,10,"1,650",183,"2,560",809,652,"6,516",114,45,63,0,0,,,32 x 80t/stage N2 HAL-HYBRID Slickwater Frac,"5,501"
00/13-15-059-26W5/0,XTO Energy,3/2/2015,Leland,Montney,H,Cased,Flow-Through BP,GSUP,"6,601","8,175",41,<10%,Slickwater,"19,653","1,141",CSG-Optimum SW,Canyon,1 - Report w Charts,20,20,"2,004",103,"3,000","3,005",983,"19,653",,,,,,,,20 x 150t/stage CSG-Optimum SW Frac,"5,912"
00/02-31-059-26W5/0,ConocoPhillips Canada Resource Corp.,1/5/2013,Leland,Montney,H,Open,W (ZoneSelect),GAS,,"2,904",35,<10%,Slickwater,"5,080","2,683",Unknown,Baker Hughes,3 - No Report,16,14,"1,880",145,760,612,363,"5,080",339,331,156,0,0,,,16 x 50t/stage N2 Slickwater Frac,"3,087"
02/13-20-060-17W5/2,Celtic Exploration Ltd.,7/22/2010,Kaybob South,Montney,H,Open,HA (Delta Stim),GABN,"1,153","1,163",59,,Oil,511,410,CSG-Optimum HC,Canyon,3 - No Report,11,9,"1,100",130,28,26,57,511,,,,,,,,11 x 3t/stage CO2 CSG-Optimum HC Frac,975
00/14-32-060-17W5/0,Celtic Exploration Ltd.,11/28/2007,Kaybob South,Montney,H,Open,PP (StackFRAC),GSUP,"1,588",784,12,,Oil,,,TWS-Gelled HC,Trican,3 - No Report,,5,,,53,53,41,204,177,166,98,0,0,,,5 x 10.5/stage TWS-Gelled HC Frac,969
00/02-33-060-17W5/4,Celtic Exploration Ltd.,2/13/2008,Kaybob South,Montney,H,Open,PP (StackFRAC),STAN,"1,105",937,22,,Oil,,,TWS-Gelled HC,Trican,3 - No Report,,6,,,66,66,36,217,,,,,,,,6 x 11t/stage TWS-Gelled HC Frac,"1,030"
00/05-33-060-17W5/2,Celtic Exploration Ltd.,1/9/2007,Kaybob South,Montney,V,Cased,Mechanical Plug,DRABN,,511,70,,Oil,,,Unknown,Trican,3 - No Report,,1,,,40,40,89,89,,,,,,,,1 x 40t Oil Frac,
00/05-33-060-17W5/3,Celtic Exploration Ltd.,1/27/2007,Kaybob South,Montney,V,Cased,Single Stage Frac,STAN,736,254,4,,Oil,,,Unknown,Trican,3 - No Report,,1,,,30,30,80,80,,,,,,,,1 x 30t Oil Frac,
00/13-33-060-17W5/0,Celtic Exploration Ltd.,3/20/2009,Kaybob South,Montney,H,Open,PP (StackFRAC),GSUP,"2,104",500,9,<10%,Oil,271,176,TWS-Gelled HC,Trican,3 - No Report,7,7,942,151,74,73,33,233,623,364,177,0,0,,,7 x 11t/stage TWS-Gelled HC Frac,800
00/03-05-060-18W5/0,Orleans Energy,3/17/2010,Kaybob South,Montney,H,Open,PP (StackFRAC),DRABN,,"1,676",39,,Oil,,,Unknown,Calfrac,3 - No Report,,8,,,80,80,33,261,,,,,,,,8 x 10t/stage Oil Frac,
00/03-09-060-18W5/0,Celtic Exploration Ltd.,,Kaybob South,Montney,H,Cased,None,DRABN,,,1,,,,,,None,3 - No Report,,,,,,,,,,,,,,,,Abandon while drilling,
00/03-09-060-18W5/2,Celtic Exploration Ltd.,8/16/2009,Kaybob South,Montney,H,Open,PP (StackFRAC),GSUP,,229,21,,Oil,,,Unknown,Trican,3 - No Report,,4,,,28,28,28,113,143,420,108,0,0,,,4 Stage 28t Oil Frac,470
00/04-09-060-18W5/4,Celtic Exploration Ltd.,,Kaybob South,Montney,D,Open,None,LOC,"1,576",,1,,,,,,None,3 - No Report,,,,,,,,0,,,,,,,,"OH, no completion",
00/06-09-060-18W5/3,Celtic Exploration Ltd.,1/18/2009,Kaybob South,Montney,D,Cased,Single Stage Frac,OGABN,,343,49,,Oil,,,TWS-Gelled HC,Trican,3 - No Report,,1,,,10,10,42,42,,,,,,,,1 x 10t TWS-Gelled HC Frac,545
02/16-15-060-18W5/0,Celtic Exploration Ltd.,11/13/2008,Kaybob South,Montney,H,Open,PP (StackFRAC),GAS,"2,300",734,17,,Oil,,,TWS-Gelled HC,Trican,3 - No Report,,7,,,99,99,52,367,494,291,196,0,0,,,2 x 11t/stage + 1 x 13t + 4 x 16t/stage TWS-Gelled HC Frac,"1,000"
02/13-16-060-18W5/2,Celtic Exploration Ltd.,3/26/2008,Kaybob South,Montney,H,Open,PP (StackFRAC),GSUP,"1,011",826,8,,Oil,,,TWS-Hydrocarbon HP,Trican,3 - No Report,,5,,,105,105,65,325,,,,,,,,5 x 21t/stage TWS-Hydrocarbon HP Frac,"1,024"
02/01-18-060-18W5/0,Celtic Exploration Ltd.,12/2/2010,Kaybob South,Montney,H,Open,TRY (Multi-StageFrac),GAS,"2,379",781,32,,Oil,,,Unknown,Canyon,3 - No Report,,11,,,104,104,33,365,688,462,295,0,0,,,11 Stage 104t N2 Oil Frac,"1,270"
00/01-20-060-18W5/0,Celtic Exploration Ltd.,12/10/2010,Kaybob South,Montney,H,Open,PP (StackFRAC),GSUP,"2,499",941,27,,Oil,,,Unknown,Canyon,3 - No Report,,15,,,165,165,33,490,418,210,206,0,0,,,15 x 11t/stage N2 Oil Frac,"1,250"
02/02-21-060-18W5/0,Celtic Exploration Ltd.,10/21/2008,Kaybob South,Montney,H,Open,PP (StackFRAC),GAS,"2,300",744,18,,Oil,,,TWS-Gelled HC,Trican,3 - No Report,,7,,,89,89,50,350,863,820,424,0,0,,,1 x 11 + 6 x 13t/stage TWS-Gelled HC Frac,"1,060"
00/03-21-060-18W5/0,Celtic Exploration Ltd.,7/28/2009,Kaybob South,Montney,H,Open,PP (StackFRAC),GSUP,"2,424",520,12,,Oil,,,TWS-Gelled HC,Trican,3 - No Report,,11,,,117,117,49,536,"1,731",330,491,0,0,,,11 Stage 117t TWS-Gelled HC Frac,900
00/04-21-060-18W5/0,Celtic Exploration Ltd.,9/4/2009,Kaybob South,Montney,H,Open,PP (StackFRAC),GSUP,"2,489",708,49,,Oil,,,TWS-Gelled HC,Trican,3 - No Report,,11,,,61,61,34,379,977,207,293,0,0,,,11 x 6t/stage TWS-Gelled HC Frac,"1,000"
02/16-21-060-18W5/2,Celtic Exploration Ltd.,8/10/2008,Kaybob South,Montney,H,Open,PP (StackFRAC),GAS,"1,778",661,15,,Oil,,,TWS-Gelled HC,Trican,3 - No Report,,7,,,112,112,50,348,"1,584",791,620,0,0,,,7 x 16t/stage TWS-Gelled HC Frac,"1,390"
